-5.6349039759926285,-2.678702354859804,-3.0926520739522703
-6.852575750671203,-1.4124720182458939,-7.464325545220396
-4.7624865780106695,-5.364721027581097,-8.878876500614304
-5.11299415729387,-5.013927028917489,-9.381199996565089
-0.9426498710991389,-7.129125161433355,-5.3199520065557975
-0.2030527693917783,-3.608796031595457,-6.97996281932487
-5.9563733923238456,-3.948966573206346,-7.310760867875338
-1.2120509494854406,-5.659428385778901,-9.71491876482721
-7.560550296462513,-3.862509604917956,-5.60851080815341
-9.304905213704576,-6.665007171622017,-8.711487605840498
-6.702237629530577,-3.1983550525447795,-1.0485684965128144
-5.37751593122582,-2.588539881540993,-3.3808872561434087
-4.548227582189641,-1.2763796052758654,-4.211008040986648
-4.102345532548385,-4.589594099269306,-1.6821171250366924
-4.274383707997956,-5.671161871213493,-3.0958785689693737
-4.428823533417566,-4.5810132160680626,-9.924113276645896
-0.6604101459746676,-5.596102402412277,-2.823706999807008
-2.6812739554502794,-2.215159103484413,-9.837227029339395
-6.308002429490534,-5.173183833961714,-7.685593444127362
-3.384671861820749,-3.8112711569110695,-4.98235650973867
-8.365166059100492,-4.834968948553971,-5.730366175785095
-5.562913537138765,-0.06480785301997471,-1.0320419684005238
-3.99809305431876,-3.90200009123089,-2.0359991771767665
-6.811875722058211,-0.8453628060068219,-5.489902382759206
-5.607199561189281,-8.024816902240921,-3.738281412143665
-5.636894006451378,-8.16446339174181,-1.7475270468108075
-7.2142718439672375,-3.8944792842095213,-9.844653874836059
-2.272509878923473,-5.83917964588476,-8.507671317277357
-5.182955242185898,-9.312480957291932,-7.482273862648714
-5.203963600564274,-6.531280995267509,-2.224360285412121
-5.769522263912686,-3.777202474755328,-1.5575046612263357
-7.380223395224445,-1.3002882952797297,-0.39219775057019923
-8.632120264836459,-3.6561975481797444,-0.7319166374168748
-4.145940871050681,-0.5434146788413781,-7.693849015404618
-4.763407081856312,-6.56555809585778,-6.637462536687897
-3.165885625146945,-4.587609607547748,-1.6406183037652582
-5.339823752149349,-5.40258328658865,-9.139676620808368
-7.874045734611272,-4.838118150263604,-7.34288753529065
-4.14195725887779,-5.046209052785246,-4.908287033516313
-8.670891720604743,-3.3228958772844086,-2.964899119402123
-3.412835848620169,-6.304885272704139,-5.000671040214703
-6.1660101842931665,-4.031857328840346,-6.758630979006265
-4.023049824325574,-3.3490555944410305,-3.880287172300646
-4.627463900146811,-4.3014536960782594,-5.916903395411773
-4.010589937317934,-4.592442874893823,-6.118555954268431
-3.807757609964421,-3.17661640143403,-4.341318340964545
-3.7496903809096946,-3.0153080605823313,-1.976199759951525
-1.1452126734686239,-6.139524074345673,-6.322777148843355
-6.459273072051087,-2.0869190962974136,-3.9825289891124154
-1.0100806068160577,-6.180453824089731,-4.7306205289300145
-5.685492699718118,-2.0885640865975623,-5.344241822403599
-6.082612325686544,-5.980839619663333,-2.957577224571873
-7.437805625316301,-3.3037273351219527,-3.118249667539803
-6.908646043451003,-8.622107110685208,-5.1612136513755456
-4.09496282560125,-4.896936534702619,-1.2323355164220917
